x	y	cat1	cat2
62.6	0.544	Soups, Sauces, and Gravies	21
66.6	6.06	Soups, Sauces, and Gravies	21
63.7	1.71	Soups, Sauces, and Gravies	21
70.1	22.7	Soups, Sauces, and Gravies	21
67.4	12.9	Soups, Sauces, and Gravies	21
66.9	12.9	Soups, Sauces, and Gravies	21
64.1	-2.37	Soups, Sauces, and Gravies	21
5.65	-24.4	Sausages and Luncheon Meats	19
-16.8	-22.0	Sausages and Luncheon Meats	19
-8.19	-22.0	Sausages and Luncheon Meats	19
-7.93	-23.7	Sausages and Luncheon Meats	19
-46.4	-13.4	Sausages and Luncheon Meats	19
-23.5	-25.9	Sausages and Luncheon Meats	19
-21.1	-22.5	Sausages and Luncheon Meats	19
-11.7	13.3	Sausages and Luncheon Meats	19
-9.98	-24.1	Sausages and Luncheon Meats	19
-6.07	11.1	Sausages and Luncheon Meats	19
-30.0	-26.6	Sausages and Luncheon Meats	19
4.76	64.6	Sausages and Luncheon Meats	19
-25.5	-19.5	Sausages and Luncheon Meats	19
-29.3	-28.1	Sausages and Luncheon Meats	19
15.9	-72.3	Sausages and Luncheon Meats	19
24.7	-8.74	Sausages and Luncheon Meats	19
-55.4	-4.63	Sausages and Luncheon Meats	19
22.8	-6.29	Sausages and Luncheon Meats	19
-18.1	-20.3	Sausages and Luncheon Meats	19
-23.6	-21.4	Sausages and Luncheon Meats	19
-22.3	-16.6	Sausages and Luncheon Meats	19
-7.11	12.7	Sausages and Luncheon Meats	19
-8.64	16.8	Sausages and Luncheon Meats	19
-8.99	-24.1	Sausages and Luncheon Meats	19
6.41	-33.6	Sausages and Luncheon Meats	19
16.4	-68.4	Sausages and Luncheon Meats	19
10.7	-34.4	Sausages and Luncheon Meats	19
-14.3	-25.7	Sausages and Luncheon Meats	19
-6.67	-23.3	Sausages and Luncheon Meats	19
-21.3	-49.6	Sausages and Luncheon Meats	19
-15.5	28.8	Sausages and Luncheon Meats	19
21.5	-5.66	Sausages and Luncheon Meats	19
-26.8	-20.8	Sausages and Luncheon Meats	19
-24.1	-24.9	Sausages and Luncheon Meats	19
-22.4	-17.1	Sausages and Luncheon Meats	19
5.86	-42.5	Sausages and Luncheon Meats	19
4.82	65.4	Sausages and Luncheon Meats	19
5.39	66.8	Sausages and Luncheon Meats	19
-22.4	-18.3	Sausages and Luncheon Meats	19
19.2	-64.6	Sausages and Luncheon Meats	19
4.03	-36.7	Sausages and Luncheon Meats	19
-23.8	-16.5	Sausages and Luncheon Meats	19
25.2	-43.7	Sausages and Luncheon Meats	19
-22.6	-17.0	Sausages and Luncheon Meats	19
-8.79	8.23	Sausages and Luncheon Meats	19
15.6	-48.4	Sausages and Luncheon Meats	19
-10.8	37.7	Sausages and Luncheon Meats	19
5.27	57.4	Sausages and Luncheon Meats	19
6.23	57.4	Sausages and Luncheon Meats	19
19.1	-36.1	Sausages and Luncheon Meats	19
-66.9	3.71	Sausages and Luncheon Meats	19
-13.4	11.7	Sausages and Luncheon Meats	19
-24.2	-20.2	Sausages and Luncheon Meats	19
13.9	-45.4	Sausages and Luncheon Meats	19
-16.9	-21.4	Sausages and Luncheon Meats	19
-11.5	-14.6	Sausages and Luncheon Meats	19
-19.0	-20.9	Sausages and Luncheon Meats	19
-24.5	-22.2	Sausages and Luncheon Meats	19
-30.3	-18.6	Sausages and Luncheon Meats	19
-2.06	-32.9	Sausages and Luncheon Meats	19
12.5	-5.01	Sausages and Luncheon Meats	19
-19.1	-36.5	Sausages and Luncheon Meats	19
-28.6	-25.6	Sausages and Luncheon Meats	19
-2.6	-65.1	Sausages and Luncheon Meats	19
-33.1	-22.9	Sausages and Luncheon Meats	19
-31.1	-23.2	Sausages and Luncheon Meats	19
10.2	-6.01	Sausages and Luncheon Meats	19
-22.9	-22.4	Sausages and Luncheon Meats	19
-23.5	-18.5	Sausages and Luncheon Meats	19
-13.2	-13.2	Sausages and Luncheon Meats	19
-25.2	-19.6	Sausages and Luncheon Meats	19
-28.0	-18.6	Sausages and Luncheon Meats	19
25.4	-43.4	Sausages and Luncheon Meats	19
13.6	-71.6	Sausages and Luncheon Meats	19
21.1	-64.8	Sausages and Luncheon Meats	19
12.3	-37.8	Sausages and Luncheon Meats	19
10.3	-5.46	Sausages and Luncheon Meats	19
3.95	-29.4	Sausages and Luncheon Meats	19
-28.1	-23.4	Sausages and Luncheon Meats	19
-10.6	-22.6	Sausages and Luncheon Meats	19
11.7	-33.8	Sausages and Luncheon Meats	19
-29.5	-28.7	Sausages and Luncheon Meats	19
-23.2	-17.7	Sausages and Luncheon Meats	19
-0.254	-35.6	Sausages and Luncheon Meats	19
26.6	-40.4	Sausages and Luncheon Meats	19
0.653	-36.8	Sausages and Luncheon Meats	19
-23.0	-17.5	Sausages and Luncheon Meats	19
4.82	65.0	Sausages and Luncheon Meats	19
-28.0	-26.0	Sausages and Luncheon Meats	19
16.9	-71.8	Sausages and Luncheon Meats	19
20.6	-67.9	Sausages and Luncheon Meats	19
-21.2	-51.6	Sausages and Luncheon Meats	19
0.728	-50.2	Sausages and Luncheon Meats	19
20.7	-66.2	Sausages and Luncheon Meats	19
20.5	-66.5	Sausages and Luncheon Meats	19
19.4	-68.0	Sausages and Luncheon Meats	19
20.8	-66.3	Sausages and Luncheon Meats	19
26.8	-52.3	Sausages and Luncheon Meats	19
19.7	-6.61	Sausages and Luncheon Meats	19
-8.28	15.0	Sausages and Luncheon Meats	19
-8.26	15.3	Sausages and Luncheon Meats	19
-9.11	11.8	Sausages and Luncheon Meats	19
-9.62	12.6	Sausages and Luncheon Meats	19
-27.0	-22.0	Sausages and Luncheon Meats	19
-7.76	-47.2	Sausages and Luncheon Meats	19
-21.3	-51.4	Sausages and Luncheon Meats	19
-13.2	-47.5	Sausages and Luncheon Meats	19
-31.8	-22.9	Sausages and Luncheon Meats	19
-30.4	-23.2	Sausages and Luncheon Meats	19
10.6	-6.76	Sausages and Luncheon Meats	19
-27.2	-34.2	Sausages and Luncheon Meats	19
-27.0	-34.1	Sausages and Luncheon Meats	19
-27.7	-45.3	Sausages and Luncheon Meats	19
-26.8	-33.4	Sausages and Luncheon Meats	19
-25.6	-42.0	Sausages and Luncheon Meats	19
-22.8	-18.4	Sausages and Luncheon Meats	19
-22.6	-19.0	Sausages and Luncheon Meats	19
21.1	-67.3	Sausages and Luncheon Meats	19
-25.9	-19.2	Sausages and Luncheon Meats	19
-24.5	-20.5	Sausages and Luncheon Meats	19
-23.5	-17.5	Sausages and Luncheon Meats	19
38.5	-6.69	Sausages and Luncheon Meats	19
1.16	-34.9	Sausages and Luncheon Meats	19
-12.7	18.0	Sausages and Luncheon Meats	19
26.6	-40.4	Sausages and Luncheon Meats	19
1.04	-35.6	Sausages and Luncheon Meats	19
-22.8	-17.0	Sausages and Luncheon Meats	19
17.3	-71.7	Sausages and Luncheon Meats	19
19.5	-68.7	Sausages and Luncheon Meats	19
18.7	-67.1	Sausages and Luncheon Meats	19
-9.61	21.4	Sausages and Luncheon Meats	19
-4.5	15.6	Sausages and Luncheon Meats	19
-6.68	15.0	Sausages and Luncheon Meats	19
-5.92	15.5	Sausages and Luncheon Meats	19
20.3	-67.5	Sausages and Luncheon Meats	19
19.9	-68.3	Sausages and Luncheon Meats	19
17.6	-71.4	Sausages and Luncheon Meats	19
21.2	-66.7	Sausages and Luncheon Meats	19
17.4	-72.0	Sausages and Luncheon Meats	19
16.2	-73.1	Sausages and Luncheon Meats	19
16.7	-72.6	Sausages and Luncheon Meats	19
16.8	-71.8	Sausages and Luncheon Meats	19
-25.0	-33.4	Sausages and Luncheon Meats	19
3.97	-66.8	Sausages and Luncheon Meats	19
3.85	-66.8	Sausages and Luncheon Meats	19
9.43	-45.3	Sausages and Luncheon Meats	19
-11.2	20.4	Sausages and Luncheon Meats	19
15.9	3.47	Sausages and Luncheon Meats	19
23.6	15.7	Sausages and Luncheon Meats	19
16.1	3.68	Sausages and Luncheon Meats	19
13.8	3.01	Sausages and Luncheon Meats	19
15.9	3.57	Sausages and Luncheon Meats	19
15.0	2.24	Sausages and Luncheon Meats	19
-45.7	-15.7	Sausages and Luncheon Meats	19
11.9	0.291	Sausages and Luncheon Meats	19
8.27	-0.98	Sausages and Luncheon Meats	19
6.27	-1.51	Sausages and Luncheon Meats	19
30.3	-2.94	Sausages and Luncheon Meats	19
-18.8	-33.6	Sausages and Luncheon Meats	19
35.5	-9.24	Sausages and Luncheon Meats	19
-21.2	-17.5	Sausages and Luncheon Meats	19
-8.21	-29.0	Sausages and Luncheon Meats	19
-23.3	-21.9	Sausages and Luncheon Meats	19
3.87	-25.7	Sausages and Luncheon Meats	19
-26.5	-21.4	Sausages and Luncheon Meats	19
4.68	64.5	Sausages and Luncheon Meats	19
-7.29	-22.7	Sausages and Luncheon Meats	19
-50.0	17.9	Sausages and Luncheon Meats	19
26.6	-7.94	Sausages and Luncheon Meats	19
-10.9	-23.4	Sausages and Luncheon Meats	19
-22.2	-17.6	Sausages and Luncheon Meats	19
-24.8	-26.6	Sausages and Luncheon Meats	19
-4.78	39.7	Sausages and Luncheon Meats	19
-8.67	-27.0	Sausages and Luncheon Meats	19
-13.9	13.8	Sausages and Luncheon Meats	19
-67.6	3.06	Sausages and Luncheon Meats	19
-21.8	-19.0	Sausages and Luncheon Meats	19
5.53	-32.5	Sausages and Luncheon Meats	19
3.87	-28.8	Sausages and Luncheon Meats	19
25.3	-41.3	Sausages and Luncheon Meats	19
-33.3	-22.4	Sausages and Luncheon Meats	19
10.1	-42.7	Sausages and Luncheon Meats	19
-6.72	10.8	Sausages and Luncheon Meats	19
10.1	-42.7	Sausages and Luncheon Meats	19
7.28	-1.84	Sausages and Luncheon Meats	19
-16.7	-22.0	Sausages and Luncheon Meats	19
20.8	-68.0	Sausages and Luncheon Meats	19
42.5	0.36	Sausages and Luncheon Meats	19
9.43	-2.07	Sausages and Luncheon Meats	19
14.9	-32.7	Sausages and Luncheon Meats	19
4.29	-21.4	Sausages and Luncheon Meats	19
-25.2	-19.2	Sausages and Luncheon Meats	19
-1.1	-74.8	Sausages and Luncheon Meats	19
-13.2	22.1	Sausages and Luncheon Meats	19
-8.72	14.6	Sausages and Luncheon Meats	19
-27.4	-21.0	Sausages and Luncheon Meats	19
4.81	64.8	Sausages and Luncheon Meats	19
60.9	-5.79	Sausages and Luncheon Meats	19
25.6	-42.8	Sausages and Luncheon Meats	19
-23.9	-20.3	Sausages and Luncheon Meats	19
-10.9	15.2	Sausages and Luncheon Meats	19
-11.1	15.1	Sausages and Luncheon Meats	19
9.71	53.8	Sausages and Luncheon Meats	19
-11.4	13.9	Sausages and Luncheon Meats	19
-33.1	-21.5	Sausages and Luncheon Meats	19
-32.2	-21.6	Sausages and Luncheon Meats	19
14.4	-40.4	Sausages and Luncheon Meats	19
-24.8	-20.5	Sausages and Luncheon Meats	19
-26.2	-19.1	Sausages and Luncheon Meats	19
-2.62	-40.7	Sausages and Luncheon Meats	19
-10.6	15.1	Sausages and Luncheon Meats	19
-15.5	20.8	Sausages and Luncheon Meats	19
19.9	-67.9	Sausages and Luncheon Meats	19
-11.4	14.2	Sausages and Luncheon Meats	19
-11.7	14.3	Sausages and Luncheon Meats	19
-11.8	14.8	Sausages and Luncheon Meats	19
-1.09	-28.3	Sausages and Luncheon Meats	19
-17.3	-32.9	Sausages and Luncheon Meats	19
-31.0	-21.0	Sausages and Luncheon Meats	19
-29.7	-27.4	Sausages and Luncheon Meats	19
-29.6	-27.4	Sausages and Luncheon Meats	19
-26.0	-23.8	Sausages and Luncheon Meats	19
-11.2	16.0	Sausages and Luncheon Meats	19
-25.0	-41.9	Sausages and Luncheon Meats	19
-40.7	31.5	Sausages and Luncheon Meats	19
-12.3	68.4	Breakfast Cereals	5
-7.92	64.4	Breakfast Cereals	5
-6.83	60.8	Breakfast Cereals	5
-10.5	68.4	Breakfast Cereals	5
-11.1	69.0	Breakfast Cereals	5
-11.1	69.2	Breakfast Cereals	5
-11.1	69.0	Breakfast Cereals	5
-7.21	65.8	Breakfast Cereals	5
-3.16	63.0	Breakfast Cereals	5
-4.97	62.8	Breakfast Cereals	5
-8.84	60.5	Breakfast Cereals	5
-11.1	69.0	Breakfast Cereals	5
-7.22	65.1	Breakfast Cereals	5
-6.92	60.4	Breakfast Cereals	5
-5.83	56.6	Breakfast Cereals	5
-5.93	64.4	Breakfast Cereals	5
-10.1	68.6	Breakfast Cereals	5
-7.62	64.6	Breakfast Cereals	5
-6.81	60.5	Breakfast Cereals	5
-31.6	21.4	Breakfast Cereals	5
-3.52	63.3	Breakfast Cereals	5
-4.96	62.8	Breakfast Cereals	5
-8.58	59.8	Breakfast Cereals	5
-51.5	31.5	Breakfast Cereals	5
-31.7	21.5	Breakfast Cereals	5
-7.8	64.6	Breakfast Cereals	5
-7.82	65.4	Breakfast Cereals	5
-6.08	61.1	Breakfast Cereals	5
-9.54	69.1	Breakfast Cereals	5
-7.92	66.1	Breakfast Cereals	5
-11.5	68.3	Breakfast Cereals	5
-8.0	65.7	Breakfast Cereals	5
-49.4	26.3	Breakfast Cereals	5
-8.49	59.7	Breakfast Cereals	5
-9.87	68.5	Breakfast Cereals	5
-11.1	69.0	Breakfast Cereals	5
-6.6	56.8	Breakfast Cereals	5
-7.0	58.7	Breakfast Cereals	5
-9.09	65.4	Breakfast Cereals	5
-5.99	64.4	Breakfast Cereals	5
-32.3	13.5	Breakfast Cereals	5
-9.6	69.0	Breakfast Cereals	5
-6.55	60.2	Breakfast Cereals	5
-7.06	60.7	Breakfast Cereals	5
-7.03	61.1	Breakfast Cereals	5
-5.74	62.1	Breakfast Cereals	5
-6.95	65.8	Breakfast Cereals	5
-25.7	51.1	Breakfast Cereals	5
-8.69	59.5	Breakfast Cereals	5
-35.1	19.3	Breakfast Cereals	5
-10.6	66.1	Breakfast Cereals	5
-2.68	63.2	Breakfast Cereals	5
-45.2	40.5	Breakfast Cereals	5
-44.0	39.4	Breakfast Cereals	5
-9.67	64.9	Breakfast Cereals	5
-9.43	65.9	Breakfast Cereals	5
-31.9	13.4	Breakfast Cereals	5
51.9	7.02	Breakfast Cereals	5
-23.5	23.0	Breakfast Cereals	5
32.1	17.7	Breakfast Cereals	5
-23.5	23.1	Breakfast Cereals	5
-21.3	29.0	Breakfast Cereals	5
-45.0	-3.21	Breakfast Cereals	5
59.4	13.1	Breakfast Cereals	5
-23.6	42.2	Breakfast Cereals	5
30.8	19.3	Breakfast Cereals	5
-24.8	42.7	Breakfast Cereals	5
40.3	28.0	Breakfast Cereals	5
-2.88	63.1	Breakfast Cereals	5
20.5	47.0	Breakfast Cereals	5
40.3	28.0	Breakfast Cereals	5
-11.4	67.7	Breakfast Cereals	5
-46.1	27.5	Breakfast Cereals	5
40.2	-1.61	Breakfast Cereals	5
-6.45	52.9	Breakfast Cereals	5
24.9	39.1	Breakfast Cereals	5
-28.3	31.9	Breakfast Cereals	5
-7.74	56.2	Breakfast Cereals	5
25.3	38.9	Breakfast Cereals	5
-7.84	55.1	Breakfast Cereals	5
-8.05	56.6	Breakfast Cereals	5
25.2	39.1	Breakfast Cereals	5
-7.81	65.8	Breakfast Cereals	5
-27.6	37.2	Breakfast Cereals	5
35.0	12.1	Breakfast Cereals	5
-44.4	26.4	Breakfast Cereals	5
40.8	-0.63	Breakfast Cereals	5
-35.8	19.9	Breakfast Cereals	5
-45.3	26.3	Breakfast Cereals	5
-45.5	26.8	Breakfast Cereals	5
-46.8	-3.79	Breakfast Cereals	5
-44.3	25.4	Breakfast Cereals	5
-31.9	12.6	Breakfast Cereals	5
-45.3	-5.94	Breakfast Cereals	5
51.9	7.02	Breakfast Cereals	5
52.1	7.09	Breakfast Cereals	5
52.1	7.09	Breakfast Cereals	5
59.4	13.1	Breakfast Cereals	5
30.7	19.4	Breakfast Cereals	5
-44.5	-4.89	Breakfast Cereals	5
40.3	28.0	Breakfast Cereals	5
-11.4	67.6	Breakfast Cereals	5
40.2	-1.61	Breakfast Cereals	5
35.0	12.2	Breakfast Cereals	5
40.8	-0.63	Breakfast Cereals	5
-9.99	66.1	Breakfast Cereals	5
-34.3	19.0	Breakfast Cereals	5
-6.1	57.3	Breakfast Cereals	5
-8.87	59.9	Breakfast Cereals	5
-45.3	25.0	Breakfast Cereals	5
-39.5	7.6	Breakfast Cereals	5
-3.0	63.1	Breakfast Cereals	5
-9.64	64.4	Breakfast Cereals	5
-11.5	68.3	Breakfast Cereals	5
-8.68	63.2	Breakfast Cereals	5
-10.5	65.3	Breakfast Cereals	5
-10.5	65.3	Breakfast Cereals	5
-10.5	65.5	Breakfast Cereals	5
-49.8	25.2	Breakfast Cereals	5
-48.7	24.9	Breakfast Cereals	5
-21.8	29.1	Breakfast Cereals	5
-3.65	61.3	Breakfast Cereals	5
-32.8	25.1	Breakfast Cereals	5
-46.2	36.5	Breakfast Cereals	5
41.9	-3.4	Breakfast Cereals	5
-9.23	65.4	Breakfast Cereals	5
41.9	-3.35	Breakfast Cereals	5
-32.2	14.6	Breakfast Cereals	5
-18.4	66.1	Breakfast Cereals	5
-39.5	7.36	Breakfast Cereals	5
-25.5	50.8	Breakfast Cereals	5
41.1	-0.301	Breakfast Cereals	5
41.1	-0.23	Breakfast Cereals	5
-9.91	66.9	Breakfast Cereals	5
-32.7	17.0	Breakfast Cereals	5
-13.1	47.1	Breakfast Cereals	5
-9.51	64.6	Breakfast Cereals	5
-9.17	65.4	Breakfast Cereals	5
-8.65	59.4	Breakfast Cereals	5
-8.92	60.3	Breakfast Cereals	5
-8.93	60.3	Breakfast Cereals	5
-4.24	61.7	Breakfast Cereals	5
-8.64	59.4	Breakfast Cereals	5
-9.75	63.2	Breakfast Cereals	5
-44.4	1.87	Breakfast Cereals	5
-10.5	64.6	Breakfast Cereals	5
-11.4	65.2	Breakfast Cereals	5
-6.58	60.4	Breakfast Cereals	5
-36.0	20.1	Breakfast Cereals	5
-5.9	61.6	Breakfast Cereals	5
-6.63	60.4	Breakfast Cereals	5
-45.2	-6.15	Breakfast Cereals	5
-45.4	-6.06	Breakfast Cereals	5
-8.59	66.0	Breakfast Cereals	5
-30.9	21.6	Breakfast Cereals	5
-12.1	64.8	Breakfast Cereals	5
-9.14	64.0	Breakfast Cereals	5
-9.92	68.1	Breakfast Cereals	5
-6.04	65.2	Breakfast Cereals	5
-45.1	5.81	Breakfast Cereals	5
-45.8	28.1	Breakfast Cereals	5
-48.7	25.0	Breakfast Cereals	5
-44.3	3.32	Breakfast Cereals	5
-44.3	3.67	Breakfast Cereals	5
-46.3	41.3	Breakfast Cereals	5
-45.0	26.3	Breakfast Cereals	5
-44.0	39.4	Breakfast Cereals	5
-53.5	-13.9	Breakfast Cereals	5
-6.69	60.6	Breakfast Cereals	5
-5.88	56.8	Breakfast Cereals	5
-6.7	62.3	Breakfast Cereals	5
-31.3	22.2	Breakfast Cereals	5
-44.5	19.8	Breakfast Cereals	5
-10.8	68.0	Breakfast Cereals	5
-44.2	21.7	Breakfast Cereals	5
-45.1	21.3	Breakfast Cereals	5
-28.5	-36.7	Breakfast Cereals	5
-40.5	21.0	Breakfast Cereals	5
-46.5	29.5	Breakfast Cereals	5
-6.49	60.1	Breakfast Cereals	5
-7.71	56.2	Breakfast Cereals	5
-28.6	31.8	Breakfast Cereals	5
-28.2	32.4	Breakfast Cereals	5
-43.5	25.9	Breakfast Cereals	5
-7.9	56.6	Breakfast Cereals	5
-21.3	29.2	Breakfast Cereals	5
-21.4	29.0	Breakfast Cereals	5
-21.5	29.0	Breakfast Cereals	5
-46.6	29.5	Breakfast Cereals	5
-45.2	27.3	Breakfast Cereals	5
-42.9	7.28	Breakfast Cereals	5
-31.3	21.2	Breakfast Cereals	5
-44.3	19.0	Breakfast Cereals	5
-46.1	-5.33	Breakfast Cereals	5
-6.59	60.2	Breakfast Cereals	5
-30.3	21.9	Breakfast Cereals	5
-8.68	67.6	Breakfast Cereals	5
-6.32	65.0	Breakfast Cereals	5
-12.5	65.4	Breakfast Cereals	5
-6.99	58.6	Breakfast Cereals	5
-9.44	64.6	Breakfast Cereals	5
-21.8	28.8	Breakfast Cereals	5
-11.7	66.3	Breakfast Cereals	5
-27.6	34.6	Breakfast Cereals	5
-12.8	65.2	Breakfast Cereals	5
-9.76	64.5	Breakfast Cereals	5
-5.02	62.4	Breakfast Cereals	5
-11.9	65.3	Breakfast Cereals	5
-5.24	63.8	Breakfast Cereals	5
-3.12	50.2	Breakfast Cereals	5
4.67	58.9	Breakfast Cereals	5
6.11	56.8	Breakfast Cereals	5
6.03	58.6	Breakfast Cereals	5
5.75	55.5	Breakfast Cereals	5
5.37	53.9	Breakfast Cereals	5
-13.1	46.7	Snacks	20
49.4	17.0	Breakfast Cereals	5
49.3	17.0	Breakfast Cereals	5
-8.9	60.1	Breakfast Cereals	5
-6.73	62.0	Breakfast Cereals	5
-42.7	5.55	Breakfast Cereals	5
-11.6	65.2	Breakfast Cereals	5
-50.8	-14.4	Breakfast Cereals	5
-30.9	21.2	Breakfast Cereals	5
-6.7	62.7	Breakfast Cereals	5
-6.71	57.3	Breakfast Cereals	5
-45.0	1.64	Snacks	20
-28.0	34.4	Breakfast Cereals	5
-11.0	69.0	Breakfast Cereals	5
-8.35	65.0	Breakfast Cereals	5
-6.54	57.1	Breakfast Cereals	5
-47.2	20.4	Breakfast Cereals	5
-46.7	18.7	Breakfast Cereals	5
-41.0	0.109	Breakfast Cereals	5
-46.7	20.3	Breakfast Cereals	5
-51.2	-14.2	Breakfast Cereals	5
-51.6	-14.3	Breakfast Cereals	5
-26.9	44.4	Breakfast Cereals	5
29.2	22.1	Breakfast Cereals	5
28.7	22.3	Breakfast Cereals	5
-24.3	44.0	Breakfast Cereals	5
28.7	21.5	Breakfast Cereals	5
28.7	21.7	Breakfast Cereals	5
-13.2	52.8	Breakfast Cereals	5
4.34	60.9	Breakfast Cereals	5
-9.26	65.1	Breakfast Cereals	5
-9.39	65.4	Breakfast Cereals	5
-6.7	62.3	Breakfast Cereals	5
-8.91	60.0	Breakfast Cereals	5
-31.9	18.9	Breakfast Cereals	5
-29.8	18.7	Breakfast Cereals	5
-41.7	13.7	Breakfast Cereals	5
-46.6	-7.94	Breakfast Cereals	5
-46.5	20.8	Breakfast Cereals	5
-9.61	65.0	Breakfast Cereals	5
-9.42	65.4	Breakfast Cereals	5
-22.5	28.4	Breakfast Cereals	5
-8.38	65.0	Breakfast Cereals	5
-10.7	65.7	Breakfast Cereals	5
-46.2	19.2	Breakfast Cereals	5
-11.9	65.7	Breakfast Cereals	5
-28.1	15.5	Breakfast Cereals	5
-6.68	62.7	Breakfast Cereals	5
-6.69	62.6	Breakfast Cereals	5
-21.7	28.1	Breakfast Cereals	5
-42.5	5.89	Breakfast Cereals	5
-45.8	20.8	Breakfast Cereals	5
-42.3	5.63	Breakfast Cereals	5
-29.5	19.3	Breakfast Cereals	5
-29.7	20.9	Breakfast Cereals	5
-29.7	18.8	Breakfast Cereals	5
-30.1	18.1	Breakfast Cereals	5
-30.9	21.5	Breakfast Cereals	5
-30.9	21.2	Breakfast Cereals	5
-31.1	21.5	Breakfast Cereals	5
-44.7	3.61	Breakfast Cereals	5
-50.1	24.3	Breakfast Cereals	5
-28.1	34.2	Breakfast Cereals	5
-44.6	3.66	Breakfast Cereals	5
-31.3	21.1	Breakfast Cereals	5
-29.7	32.5	Breakfast Cereals	5
-7.16	60.0	Breakfast Cereals	5
-23.3	28.9	Breakfast Cereals	5
-22.9	28.7	Breakfast Cereals	5
-9.08	64.1	Breakfast Cereals	5
-28.5	33.7	Breakfast Cereals	5
-45.6	29.0	Breakfast Cereals	5
-28.9	32.6	Breakfast Cereals	5
-27.8	34.0	Breakfast Cereals	5
-8.18	66.3	Breakfast Cereals	5
-50.6	-11.5	Breakfast Cereals	5
-51.0	-11.8	Breakfast Cereals	5
-46.1	20.9	Breakfast Cereals	5
-46.4	21.0	Breakfast Cereals	5
-41.7	14.1	Breakfast Cereals	5
-26.1	45.3	Breakfast Cereals	5
-28.8	18.0	Breakfast Cereals	5
-12.1	64.9	Breakfast Cereals	5
-7.0	59.4	Breakfast Cereals	5
-8.01	64.4	Breakfast Cereals	5
-43.3	30.5	Breakfast Cereals	5
-41.3	5.81	Breakfast Cereals	5
-28.8	18.0	Breakfast Cereals	5
-30.1	18.4	Breakfast Cereals	5
-29.9	18.7	Breakfast Cereals	5
-30.1	19.0	Breakfast Cereals	5
-30.6	18.8	Breakfast Cereals	5
-46.0	19.7	Breakfast Cereals	5
-44.6	2.45	Breakfast Cereals	5
-22.6	28.1	Breakfast Cereals	5
-18.4	66.1	Breakfast Cereals	5
-41.0	13.2	Breakfast Cereals	5
-25.6	47.0	Breakfast Cereals	5
-26.7	31.8	Breakfast Cereals	5
-23.4	29.6	Breakfast Cereals	5
-9.4	63.1	Breakfast Cereals	5
-29.8	21.6	Breakfast Cereals	5
-12.1	64.9	Breakfast Cereals	5
-12.1	64.9	Breakfast Cereals	5
-12.7	65.5	Breakfast Cereals	5
-46.0	25.1	Breakfast Cereals	5
-22.5	28.3	Breakfast Cereals	5
-22.5	28.4	Breakfast Cereals	5
-7.95	55.2	Breakfast Cereals	5
-47.5	-2.39	Breakfast Cereals	5
-23.3	29.3	Breakfast Cereals	5
-53.5	-13.3	Breakfast Cereals	5
-43.9	6.09	Breakfast Cereals	5
-47.6	23.7	Breakfast Cereals	5
-28.9	33.3	Breakfast Cereals	5
-29.2	33.1	Breakfast Cereals	5
-28.1	32.3	Breakfast Cereals	5
-47.6	20.8	Breakfast Cereals	5
-47.2	19.2	Breakfast Cereals	5
-49.7	24.9	Breakfast Cereals	5
-49.9	23.8	Breakfast Cereals	5
-50.4	24.2	Breakfast Cereals	5
-29.2	33.1	Breakfast Cereals	5
-31.3	21.1	Breakfast Cereals	5
-46.4	19.9	Breakfast Cereals	5
-46.3	-4.77	Breakfast Cereals	5
-48.0	-8.71	Breakfast Cereals	5
-47.1	-7.54	Breakfast Cereals	5
-46.2	19.5	Breakfast Cereals	5
-43.0	7.37	Breakfast Cereals	5
-28.2	34.9	Breakfast Cereals	5
-28.4	35.0	Breakfast Cereals	5
-28.4	35.0	Breakfast Cereals	5
-41.5	14.5	Breakfast Cereals	5
-43.1	7.11	Breakfast Cereals	5
-43.2	7.98	Breakfast Cereals	5
-46.0	25.3	Breakfast Cereals	5
49.8	44.2	Fruits and Fruit Juices	11
49.8	44.2	Fruits and Fruit Juices	11
59.9	10.2	Fruits and Fruit Juices	11
61.1	11.4	Fruits and Fruit Juices	11
60.5	9.58	Fruits and Fruit Juices	11
60.1	8.81	Fruits and Fruit Juices	11
58.6	5.13	Fruits and Fruit Juices	11
58.5	5.23	Fruits and Fruit Juices	11
-49.9	-9.73	Fruits and Fruit Juices	11
60.0	0.22	Fruits and Fruit Juices	11
4.13	-6.01	Fruits and Fruit Juices	11
59.9	8.39	Fruits and Fruit Juices	11
59.7	-0.7	Fruits and Fruit Juices	11
62.1	11.3	Fruits and Fruit Juices	11
62.5	12.9	Fruits and Fruit Juices	11
62.5	11.7	Fruits and Fruit Juices	11
16.5	-3.05	Fruits and Fruit Juices	11
62.4	11.5	Fruits and Fruit Juices	11
64.1	12.9	Fruits and Fruit Juices	11
58.6	4.71	Fruits and Fruit Juices	11
32.0	42.6	Fruits and Fruit Juices	11
33.3	43.1	Fruits and Fruit Juices	11
33.7	42.9	Fruits and Fruit Juices	11
32.9	41.9	Fruits and Fruit Juices	11
34.9	40.6	Fruits and Fruit Juices	11
33.8	40.2	Fruits and Fruit Juices	11
32.7	39.7	Fruits and Fruit Juices	11
32.5	39.7	Fruits and Fruit Juices	11
31.9	39.6	Fruits and Fruit Juices	11
5.42	53.6	Fruits and Fruit Juices	11
23.7	48.4	Fruits and Fruit Juices	11
