x	y	cat1	cat2
-61.0	-9.77	Baked Products	2
-55.5	-13.7	Baked Products	2
-56.8	-12.9	Baked Products	2
-57.6	-13.3	Baked Products	2
-56.5	-13.5	Baked Products	2
-57.5	-13.1	Baked Products	2
-55.7	-13.7	Baked Products	2
-56.8	-13.4	Baked Products	2
-56.2	-13.8	Baked Products	2
-55.9	-13.7	Baked Products	2
-61.6	-10.5	Baked Products	2
-62.3	-10.2	Baked Products	2
-55.3	-13.6	Baked Products	2
-55.3	-13.6	Baked Products	2
-58.6	-13.7	Baked Products	2
-54.2	-12.7	Baked Products	2
-43.3	0.226	Baked Products	2
-53.6	-12.8	Baked Products	2
-61.6	-9.17	Baked Products	2
-61.5	-6.37	Baked Products	2
-59.3	-14.2	Baked Products	2
-66.2	-7.54	Baked Products	2
-55.5	-14.8	Baked Products	2
-61.0	-15.5	Baked Products	2
3.45	2.23	Baked Products	2
-55.3	15.6	Baked Products	2
-59.8	1.97	Baked Products	2
-47.4	13.6	Baked Products	2
6.3	-3.82	Baked Products	2
-60.2	-10.6	Baked Products	2
6.16	-3.85	Baked Products	2
-57.3	-12.6	Baked Products	2
5.02	-2.83	Baked Products	2
-47.7	-15.8	Baked Products	2
-49.5	-14.9	Baked Products	2
-53.0	-13.1	Baked Products	2
3.7	2.28	Baked Products	2
6.12	-3.38	Baked Products	2
4.22	0.232	Baked Products	2
-61.1	-15.1	Baked Products	2
-16.7	-8.91	Baked Products	2
-47.9	14.0	Baked Products	2
-41.4	36.4	Baked Products	2
-41.5	36.4	Baked Products	2
-6.14	50.2	Baked Products	2
-6.36	50.6	Baked Products	2
-4.71	50.0	Baked Products	2
-38.6	30.3	Baked Products	2
-1.64	47.4	Baked Products	2
-6.17	40.2	Baked Products	2
-3.58	43.9	Baked Products	2
-17.8	3.64	Baked Products	2
-51.5	4.87	Baked Products	2
-50.8	4.91	Baked Products	2
5.66	-6.52	Baked Products	2
-51.3	3.68	Baked Products	2
-63.8	0.028	Baked Products	2
-52.3	5.4	Baked Products	2
-59.3	-6.49	Baked Products	2
-47.6	26.0	Baked Products	2
-46.7	14.0	Baked Products	2
-7.02	50.7	Baked Products	2
-56.9	15.4	Baked Products	2
-34.3	-2.09	Baked Products	2
-50.9	17.7	Baked Products	2
-33.1	10.1	Baked Products	2
-53.0	15.4	Baked Products	2
-45.7	0.00464	Baked Products	2
-52.0	16.5	Baked Products	2
-46.8	-9.19	Baked Products	2
-58.6	0.233	Baked Products	2
-34.2	12.8	Baked Products	2
-23.6	44.1	Baked Products	2
-31.2	12.4	Baked Products	2
-39.1	11.6	Baked Products	2
-32.2	16.3	Baked Products	2
-39.3	8.12	Baked Products	2
-23.9	42.6	Baked Products	2
-20.9	4.83	Baked Products	2
-40.0	-3.6	Baked Products	2
-20.8	14.2	Baked Products	2
-37.9	29.8	Baked Products	2
-36.2	10.9	Baked Products	2
-22.5	7.43	Baked Products	2
-51.0	19.6	Baked Products	2
-43.7	31.8	Baked Products	2
-59.1	-12.0	Baked Products	2
-42.0	31.7	Baked Products	2
-3.73	-73.5	Baked Products	2
4.04	53.4	Baked Products	2
-3.64	-73.7	Baked Products	2
-44.0	30.4	Baked Products	2
4.0	53.4	Baked Products	2
-62.2	12.5	Baked Products	2
-62.4	12.3	Baked Products	2
-61.5	0.786	Baked Products	2
-62.3	11.2	Baked Products	2
-62.5	12.5	Baked Products	2
-53.4	11.5	Baked Products	2
-61.0	0.495	Baked Products	2
-61.7	0.918	Baked Products	2
-65.7	-4.52	Baked Products	2
-60.0	15.4	Baked Products	2
-58.9	-1.89	Baked Products	2
-59.7	-1.93	Baked Products	2
-10.5	16.6	Baked Products	2
-10.6	17.0	Baked Products	2
-4.24	48.4	Baked Products	2
-4.25	48.5	Baked Products	2
-5.62	49.1	Baked Products	2
-42.1	29.3	Snacks	20
-60.0	13.4	Snacks	20
-59.3	13.9	Snacks	20
-65.6	-5.8	Snacks	20
-51.2	5.84	Snacks	20
-54.2	6.76	Snacks	20
-48.7	21.7	Snacks	20
-35.5	9.4	Snacks	20
-53.5	-18.5	Sweets	23
-53.7	-20.2	Sweets	23
-54.0	17.1	Snacks	20
-55.0	13.3	Snacks	20
-55.7	15.6	Snacks	20
-55.8	16.2	Snacks	20
-54.8	16.7	Snacks	20
-56.0	15.9	Snacks	20
-56.9	15.3	Snacks	20
-58.4	14.2	Snacks	20
-54.4	16.9	Snacks	20
-55.6	14.1	Snacks	20
-47.6	3.94	Snacks	20
-46.6	25.8	Snacks	20
-56.6	11.1	Snacks	20
-46.6	22.4	Snacks	20
-45.1	2.78	Snacks	20
-57.0	-0.169	Snacks	20
-53.1	26.8	Snacks	20
-69.0	1.58	Snacks	20
-56.4	8.46	Snacks	20
-57.6	10.2	Snacks	20
-60.0	4.63	Snacks	20
-6.35	42.4	Snacks	20
-33.2	10.9	Snacks	20
-59.8	7.03	Snacks	20
-63.3	12.7	Snacks	20
-43.5	-2.59	Snacks	20
-46.7	25.6	Snacks	20
-46.3	26.6	Snacks	20
-46.9	26.4	Snacks	20
-56.9	15.4	Snacks	20
-58.7	14.9	Snacks	20
-58.5	15.2	Snacks	20
-51.9	28.1	Snacks	20
-55.6	15.0	Snacks	20
-52.1	28.5	Snacks	20
-59.0	15.4	Snacks	20
-49.4	-8.32	Sweets	23
-61.2	5.12	Sweets	23
-50.0	-12.6	Sweets	23
-53.2	-14.9	Sweets	23
-58.3	2.65	Sweets	23
-55.1	-16.2	Sweets	23
-63.1	14.6	Sweets	23
-39.5	0.598	Sweets	23
-63.2	12.8	Sweets	23
-49.4	-8.32	Sweets	23
-51.1	28.5	Sweets	23
-54.1	33.9	Sweets	23
-62.3	13.3	Sweets	23
-58.2	6.94	Sweets	23
-58.2	7.19	Sweets	23
-48.5	-6.19	Sweets	23
-64.1	-13.4	Sweets	23
-66.8	-6.4	Sweets	23
-53.9	27.6	Sweets	23
-62.0	13.4	Sweets	23
3.94	32.3	Sweets	23
1.71	35.0	Sweets	23
2.37	34.3	Sweets	23
-54.3	-15.6	Sweets	23
-52.0	-15.9	Sweets	23
-62.5	13.9	Sweets	23
9.27	20.2	Sweets	23
2.78	32.7	Sweets	23
7.25	23.3	Sweets	23
20.8	-2.09	Sweets	23
-59.7	8.41	Sweets	23
-54.2	-16.7	Sweets	23
-56.4	0.246	Sweets	23
-57.7	3.42	Sweets	23
-49.5	-7.93	Sweets	23
-56.2	-16.4	Sweets	23
-56.6	0.485	Sweets	23
-62.8	-12.5	Sweets	23
-54.8	-15.5	Sweets	23
-54.7	-15.7	Sweets	23
-54.0	-16.1	Sweets	23
-61.2	11.0	Sweets	23
-62.2	11.2	Sweets	23
-58.4	2.54	Sweets	23
-52.0	-15.3	Sweets	23
3.73	-4.14	Sweets	23
4.16	29.8	Sweets	23
-59.4	15.3	Sweets	23
-51.2	-16.6	Sweets	23
-48.9	34.7	Sweets	23
-59.7	8.39	Sweets	23
-62.0	-13.1	Sweets	23
-60.9	14.2	Sweets	23
35.0	-50.9	Sweets	23
11.2	22.7	Sweets	23
34.7	-50.6	Sweets	23
-45.9	3.67	Sweets	23
-60.1	11.4	Sweets	23
-58.6	13.3	Sweets	23
-43.9	1.98	Sweets	23
17.0	-3.64	Sweets	23
5.46	-4.62	Sweets	23
-64.1	-13.4	Sweets	23
-60.6	15.1	Sweets	23
-60.9	14.3	Sweets	23
-62.4	7.87	Sweets	23
-67.2	-3.94	Sweets	23
4.64	-4.93	Sweets	23
-61.6	14.5	Sweets	23
-65.1	-8.87	Sweets	23
-58.9	12.4	Sweets	23
-60.9	10.3	Sweets	23
-59.6	2.21	Sweets	23
-60.0	11.7	Sweets	23
-57.0	1.75	Sweets	23
-62.5	-12.9	Sweets	23
-62.6	-13.2	Sweets	23
-53.9	27.6	Sweets	23
-57.3	3.1	Sweets	23
-59.7	-14.2	Sweets	23
-59.0	10.7	Sweets	23
-57.9	12.6	Sweets	23
-62.6	8.37	Sweets	23
-56.7	-14.6	Sweets	23
-26.6	42.0	Sweets	23
-58.8	12.5	Sweets	23
-55.1	-18.7	Sweets	23
-62.6	-13.2	Sweets	23
-56.8	0.302	Sweets	23
-61.4	9.54	Sweets	23
-59.1	11.2	Sweets	23
-61.3	10.5	Sweets	23
-53.2	-16.2	Sweets	23
-68.0	-3.22	Sweets	23
-46.5	38.1	Sweets	23
-46.5	38.0	Sweets	23
10.4	23.1	Sweets	23
-29.1	31.6	Sweets	23
6.92	22.5	Sweets	23
-54.2	-11.9	Sweets	23
-48.6	-3.5	Sweets	23
57.2	7.5	Sweets	23
-43.8	42.0	Sweets	23
47.8	14.3	Sweets	23
-25.4	-13.8	Sweets	23
-55.0	-15.8	Sweets	23
2.08	34.0	Sweets	23
21.1	-2.48	Sweets	23
-49.1	-7.43	Sweets	23
34.8	-50.6	Sweets	23
18.3	-2.61	Sweets	23
-51.2	-13.6	Sweets	23
-47.8	-5.81	Sweets	23
10.4	21.5	Sweets	23
10.4	22.3	Sweets	23
35.3	-51.0	Sweets	23
12.0	21.0	Sweets	23
-51.5	-12.0	Sweets	23
10.9	21.1	Sweets	23
-53.6	-16.0	Sweets	23
11.4	21.2	Sweets	23
21.3	-1.64	Sweets	23
-43.6	33.8	Sweets	23
35.5	-50.8	Sweets	23
35.2	-50.9	Sweets	23
6.87	22.9	Sweets	23
-54.3	-16.3	Sweets	23
11.0	21.2	Sweets	23
10.9	22.1	Sweets	23
11.2	22.3	Sweets	23
11.3	22.6	Sweets	23
11.7	24.6	Sweets	23
12.4	24.9	Sweets	23
-59.1	2.93	Sweets	23
67.3	18.6	Sweets	23
30.0	9.53	Sweets	23
11.0	22.8	Sweets	23
-38.7	1.8	Sweets	23
11.5	23.4	Sweets	23
-40.4	-0.0163	Sweets	23
12.2	23.3	Sweets	23
-27.6	50.4	Sweets	23
-48.8	-7.38	Sweets	23
-59.2	-4.29	Sweets	23
-56.1	-14.8	Sweets	23
-56.3	-14.8	Sweets	23
11.0	22.9	Sweets	23
11.2	21.7	Sweets	23
35.5	8.89	Sweets	23
34.8	9.23	Sweets	23
35.5	8.72	Sweets	23
-56.2	11.6	Sweets	23
-59.7	12.6	Sweets	23
-58.8	11.0	Sweets	23
-46.2	-6.59	Sweets	23
-52.4	-7.93	Sweets	23
-63.0	6.43	Sweets	23
-54.0	-12.6	Sweets	23
-52.4	-13.0	Sweets	23
5.43	-4.2	Sweets	23
-60.7	11.2	Sweets	23
-59.1	10.0	Sweets	23
-62.2	10.6	Sweets	23
-59.8	6.22	Sweets	23
-63.8	-13.3	Sweets	23
-65.1	-9.01	Sweets	23
-62.1	-13.9	Sweets	23
-61.3	-13.3	Sweets	23
4.95	31.1	Sweets	23
57.3	1.09	Sweets	23
4.46	30.5	Sweets	23
-59.7	11.1	Sweets	23
-53.6	-20.0	Snacks	20
1.87	32.9	Sweets	23
3.97	31.6	Sweets	23
-52.8	-19.9	Snacks	20
-52.7	-19.9	Snacks	20
-53.2	-20.1	Snacks	20
-60.9	13.7	Sweets	23
19.2	1.37	Sweets	23
65.3	9.25	Sweets	23
59.3	0.908	Sweets	23
-61.9	-13.1	Sweets	23
5.5	21.7	Sweets	23
15.5	-3.44	Sweets	23
-65.3	-9.57	Sweets	23
1.95	-6.59	Sweets	23
3.37	-5.54	Sweets	23
3.58	-5.6	Sweets	23
-56.1	1.57	Sweets	23
-62.2	-13.6	Sweets	23
3.93	-5.93	Sweets	23
-5.21	4.32	Sweets	23
-62.1	-13.0	Sweets	23
-61.5	-13.3	Sweets	23
-59.9	-13.6	Sweets	23
-55.1	-18.7	Sweets	23
-50.5	-14.2	Sweets	23
56.2	-0.708	Sweets	23
-55.1	-18.7	Sweets	23
23.1	1.81	Sweets	23
-54.9	-18.6	Sweets	23
-43.5	34.1	Sweets	23
35.4	-50.8	Sweets	23
-53.6	-16.2	Sweets	23
11.1	21.4	Sweets	23
-43.7	33.8	Sweets	23
35.4	-50.8	Sweets	23
-57.0	-15.2	Sweets	23
11.2	21.6	Sweets	23
-24.0	46.0	Sweets	23
-23.7	45.4	Sweets	23
-23.9	45.7	Sweets	23
-43.6	34.0	Sweets	23
35.4	-50.8	Sweets	23
-52.2	-13.5	Sweets	23
53.8	-1.6	Sweets	23
-58.3	-16.1	Sweets	23
-54.7	-16.9	Sweets	23
-54.7	-16.8	Sweets	23
-53.7	-16.6	Sweets	23
-58.4	-16.2	Sweets	23
20.2	-4.33	Sweets	23
-46.9	-5.73	Sweets	23
2.42	-6.06	Sweets	23
2.58	-6.19	Sweets	23
2.7	-6.34	Sweets	23
-46.1	18.1	Sweets	23
3.41	0.357	Sweets	23
-5.14	4.5	Sweets	23
-62.3	-12.8	Sweets	23
3.93	-5.3	Sweets	23
2.92	-5.95	Sweets	23
-50.2	-14.0	Sweets	23
-54.9	-18.8	Sweets	23
2.76	-2.83	Sweets	23
-51.0	-16.2	Sweets	23
4.81	-4.69	Sweets	23
-58.4	3.31	Sweets	23
-55.0	-18.8	Sweets	23
-54.9	-18.6	Sweets	23
-55.0	-18.8	Sweets	23
-52.8	-8.49	Sweets	23
-52.4	-7.94	Sweets	23
-52.5	-16.7	Sweets	23
-56.5	0.834	Sweets	23
-55.3	-15.9	Sweets	23
-5.55	42.9	Sweets	23
-53.6	-16.5	Sweets	23
19.8	4.35	Sweets	23
5.12	21.5	Sweets	23
-67.6	-1.26	Snacks	20
-48.5	21.8	Snacks	20
-56.5	14.5	Snacks	20
-45.1	4.58	Snacks	20
-55.7	15.8	Snacks	20
-55.2	16.3	Snacks	20
-67.8	4.63	Snacks	20
-67.5	5.34	Snacks	20
-49.1	-10.3	Sweets	23
-66.3	0.51	Snacks	20
-57.1	9.21	Snacks	20
-60.2	12.1	Snacks	20
-46.8	24.1	Snacks	20
-46.6	26.3	Snacks	20
-56.7	9.43	Snacks	20
-46.8	26.7	Snacks	20
-61.4	12.3	Snacks	20
-42.2	4.2	Snacks	20
-59.4	5.29	Snacks	20
-54.4	17.9	Snacks	20
-55.0	12.3	Snacks	20
-21.7	3.32	Snacks	20
-51.6	23.6	Snacks	20
-51.1	23.7	Snacks	20
-27.1	34.4	Snacks	20
-30.6	18.5	Snacks	20
-49.5	-8.52	Snacks	20
-43.1	4.57	Snacks	20
-5.27	58.0	Snacks	20
4.62	53.7	Snacks	20
-25.0	45.8	Snacks	20
-8.87	50.9	Snacks	20
-41.6	14.9	Snacks	20
-16.1	-1.44	Snacks	20
-58.9	6.53	Snacks	20
-58.4	6.47	Sweets	23
-46.0	-2.53	Sweets	23
-53.3	-21.8	Sweets	23
-44.0	41.8	Sweets	23
-43.6	34.1	Sweets	23
-52.9	-12.6	Sweets	23
-52.4	-13.4	Sweets	23
-52.4	-13.2	Sweets	23
-52.2	-13.2	Sweets	23
4.54	-5.36	Sweets	23
4.7	-4.16	Sweets	23
-42.2	4.57	Snacks	20
-51.7	6.26	Snacks	20
-46.9	12.3	Snacks	20
-46.5	23.0	Snacks	20
-55.2	13.6	Snacks	20
-56.9	9.46	Snacks	20
-56.9	9.46	Snacks	20
-56.9	9.45	Snacks	20
-42.8	-2.1	Snacks	20
-42.8	-2.1	Snacks	20
-32.3	12.7	Snacks	20
-46.7	25.6	Snacks	20
-46.3	26.6	Snacks	20
-46.4	26.2	Snacks	20
-46.9	26.4	Snacks	20
-61.4	12.3	Snacks	20
-51.9	28.1	Snacks	20
-52.1	28.5	Snacks	20
-55.1	12.3	Snacks	20
-51.2	23.7	Snacks	20
58.8	0.943	Sweets	23
-47.5	13.0	Snacks	20
-58.1	11.9	Sweets	23
-48.3	39.0	Sweets	23
-47.9	38.4	Sweets	23
-49.0	-8.3	Sweets	23
4.2	35.0	Sweets	23
-52.6	-16.9	Sweets	23
12.7	20.7	Sweets	23
24.4	17.3	Sweets	23
68.4	19.1	Sweets	23
24.6	16.9	Sweets	23
23.4	16.8	Sweets	23
23.2	16.3	Sweets	23
24.4	16.2	Sweets	23
23.5	16.6	Sweets	23
22.7	16.1	Sweets	23
23.3	15.8	Sweets	23
23.8	16.6	Sweets	23
24.2	16.3	Sweets	23
24.0	15.9	Sweets	23
24.2	16.3	Sweets	23
4.16	1.3	Sweets	23
3.96	1.46	Sweets	23
-3.13	18.8	Sweets	23
26.9	19.1	Sweets	23
69.2	6.32	Sweets	23
22.7	16.0	Sweets	23
24.4	16.3	Sweets	23
24.1	15.9	Sweets	23
-58.6	8.08	Sweets	23
-23.4	45.0	Sweets	23
2.98	32.8	Sweets	23
1.83	32.9	Sweets	23
-57.1	12.5	Sweets	23
-56.4	29.0	Sweets	23
-55.8	32.3	Sweets	23
-57.0	12.6	Sweets	23
-58.9	-15.2	Sweets	23
-54.7	-15.0	Sweets	23
-55.3	-16.8	Sweets	23
-23.9	44.8	Sweets	23
-58.8	10.1	Sweets	23
3.4	0.398	Sweets	23
-50.9	-17.5	Sweets	23
-58.3	7.24	Sweets	23
-60.9	12.8	Sweets	23
41.2	-5.16	Sweets	23
-57.7	3.89	Sweets	23
71.0	14.8	Sweets	23
-53.8	-20.3	Sweets	23
-45.7	35.2	Cereal Grains and Pasta	6
27.1	-36.2	Cereal Grains and Pasta	6
-51.3	-13.3	Cereal Grains and Pasta	6
-45.1	21.9	Cereal Grains and Pasta	6
-44.8	19.0	Cereal Grains and Pasta	6
26.1	-1.24	Cereal Grains and Pasta	6
-43.3	25.0	Cereal Grains and Pasta	6
-43.4	24.6	Cereal Grains and Pasta	6
34.3	-2.68	Cereal Grains and Pasta	6
-42.9	24.9	Cereal Grains and Pasta	6
-44.6	23.5	Cereal Grains and Pasta	6
44.9	2.36	Cereal Grains and Pasta	6
-45.3	20.1	Cereal Grains and Pasta	6
14.3	-10.8	Cereal Grains and Pasta	6
-46.0	21.4	Cereal Grains and Pasta	6
-33.2	18.5	Cereal Grains and Pasta	6
-44.3	-5.77	Cereal Grains and Pasta	6
-42.0	14.4	Cereal Grains and Pasta	6
-45.4	20.9	Cereal Grains and Pasta	6
-31.5	15.3	Cereal Grains and Pasta	6
-42.0	38.1	Cereal Grains and Pasta	6
-41.6	37.4	Cereal Grains and Pasta	6
-41.3	37.4	Cereal Grains and Pasta	6
-52.7	-12.7	Cereal Grains and Pasta	6
-43.5	3.56	Cereal Grains and Pasta	6
25.0	1.57	Cereal Grains and Pasta	6
46.8	6.18	Cereal Grains and Pasta	6
-45.2	22.2	Cereal Grains and Pasta	6
32.6	-4.85	Cereal Grains and Pasta	6
-46.0	36.7	Cereal Grains and Pasta	6
41.7	-5.44	Cereal Grains and Pasta	6
-44.2	28.8	Cereal Grains and Pasta	6
-46.2	24.7	Cereal Grains and Pasta	6
31.9	-4.4	Cereal Grains and Pasta	6
-45.7	30.1	Cereal Grains and Pasta	6
-45.6	21.8	Cereal Grains and Pasta	6
31.9	-4.22	Cereal Grains and Pasta	6
-31.2	16.5	Cereal Grains and Pasta	6
27.1	-17.4	Cereal Grains and Pasta	6
-31.3	17.4	Cereal Grains and Pasta	6
27.9	-18.2	Cereal Grains and Pasta	6
-30.7	17.5	Cereal Grains and Pasta	6
27.5	-17.7	Cereal Grains and Pasta	6
-31.1	16.4	Cereal Grains and Pasta	6
27.1	-17.4	Cereal Grains and Pasta	6
-31.0	16.3	Cereal Grains and Pasta	6
27.2	-17.4	Cereal Grains and Pasta	6
-45.3	-5.91	Cereal Grains and Pasta	6
56.0	-1.95	Cereal Grains and Pasta	6
22.3	-1.28	Cereal Grains and Pasta	6
-46.3	42.0	Cereal Grains and Pasta	6
-45.3	-4.88	Cereal Grains and Pasta	6
-45.6	24.4	Cereal Grains and Pasta	6
-45.3	29.5	Cereal Grains and Pasta	6
-45.0	18.9	Cereal Grains and Pasta	6
-44.6	-3.03	Cereal Grains and Pasta	6
-31.0	13.3	Cereal Grains and Pasta	6
-44.6	23.0	Cereal Grains and Pasta	6
-51.6	-13.4	Cereal Grains and Pasta	6
-44.9	26.1	Cereal Grains and Pasta	6
-44.4	24.3	Cereal Grains and Pasta	6
-44.7	24.6	Cereal Grains and Pasta	6
-44.4	22.9	Cereal Grains and Pasta	6
-45.0	29.4	Cereal Grains and Pasta	6
-45.6	25.4	Cereal Grains and Pasta	6
-44.9	27.3	Cereal Grains and Pasta	6
-45.2	29.9	Cereal Grains and Pasta	6
-46.7	39.6	Cereal Grains and Pasta	6
-45.2	38.3	Cereal Grains and Pasta	6
-44.8	25.5	Cereal Grains and Pasta	6
-31.6	14.4	Cereal Grains and Pasta	6
-41.1	37.3	Cereal Grains and Pasta	6
-31.4	14.3	Cereal Grains and Pasta	6
-31.9	14.3	Cereal Grains and Pasta	6
-37.8	13.3	Cereal Grains and Pasta	6
-3.99	-51.2	Cereal Grains and Pasta	6
-45.0	28.3	Cereal Grains and Pasta	6
35.0	-2.41	Cereal Grains and Pasta	6
-46.7	24.2	Cereal Grains and Pasta	6
-45.6	21.1	Cereal Grains and Pasta	6
26.5	-5.44	Cereal Grains and Pasta	6
-29.9	13.8	Cereal Grains and Pasta	6
27.2	-17.7	Cereal Grains and Pasta	6
-29.7	13.4	Cereal Grains and Pasta	6
26.9	-17.5	Cereal Grains and Pasta	6
26.5	-16.2	Cereal Grains and Pasta	6
26.6	-16.2	Cereal Grains and Pasta	6
-31.9	17.3	Cereal Grains and Pasta	6
27.2	-18.5	Cereal Grains and Pasta	6
-31.3	18.1	Cereal Grains and Pasta	6
27.0	-18.8	Cereal Grains and Pasta	6
-30.8	17.6	Cereal Grains and Pasta	6
27.2	-17.8	Cereal Grains and Pasta	6
-44.6	21.8	Cereal Grains and Pasta	6
28.0	-6.19	Cereal Grains and Pasta	6
-32.6	17.9	Cereal Grains and Pasta	6
28.0	-18.8	Cereal Grains and Pasta	6
-32.5	17.3	Cereal Grains and Pasta	6
26.9	-17.7	Cereal Grains and Pasta	6
-34.9	10.3	Cereal Grains and Pasta	6
-44.5	20.7	Cereal Grains and Pasta	6
54.5	-2.07	Cereal Grains and Pasta	6
-44.7	-5.54	Cereal Grains and Pasta	6
22.9	-0.314	Cereal Grains and Pasta	6
-65.2	0.274	Cereal Grains and Pasta	6
-31.9	17.3	Cereal Grains and Pasta	6
27.2	-18.5	Cereal Grains and Pasta	6
-31.3	18.1	Cereal Grains and Pasta	6
27.2	-18.9	Cereal Grains and Pasta	6
-44.0	22.2	Cereal Grains and Pasta	6
28.0	-6.19	Cereal Grains and Pasta	6
-44.2	25.1	Cereal Grains and Pasta	6
32.2	-11.4	Cereal Grains and Pasta	6
-44.0	-4.23	Cereal Grains and Pasta	6
-45.6	22.8	Cereal Grains and Pasta	6
-45.6	23.1	Cereal Grains and Pasta	6
-46.1	28.6	Cereal Grains and Pasta	6
-44.8	-2.12	Cereal Grains and Pasta	6
54.7	-2.19	Cereal Grains and Pasta	6
35.2	-15.5	Cereal Grains and Pasta	6
-44.9	25.4	Cereal Grains and Pasta	6
24.2	-37.4	Cereal Grains and Pasta	6
-45.3	27.1	Cereal Grains and Pasta	6
24.4	-37.4	Cereal Grains and Pasta	6
-41.3	27.2	Cereal Grains and Pasta	6
33.7	-9.97	Cereal Grains and Pasta	6
-31.3	18.1	Cereal Grains and Pasta	6
27.0	-18.8	Cereal Grains and Pasta	6
28.0	-18.8	Cereal Grains and Pasta	6
-45.4	19.9	Cereal Grains and Pasta	6
-46.4	21.2	Cereal Grains and Pasta	6
-46.0	21.4	Cereal Grains and Pasta	6
-33.2	18.5	Cereal Grains and Pasta	6
-45.4	20.9	Cereal Grains and Pasta	6
27.2	-18.5	Cereal Grains and Pasta	6
-31.5	15.3	Cereal Grains and Pasta	6
-42.0	38.1	Cereal Grains and Pasta	6
-41.6	37.4	Cereal Grains and Pasta	6
-41.3	37.4	Cereal Grains and Pasta	6
46.7	6.18	Cereal Grains and Pasta	6
27.1	-17.4	Cereal Grains and Pasta	6
-27.3	15.5	Cereal Grains and Pasta	6
22.9	-5.01	Cereal Grains and Pasta	6
-44.1	18.6	Cereal Grains and Pasta	6
25.4	-5.37	Cereal Grains and Pasta	6
-42.5	3.21	Cereal Grains and Pasta	6
22.9	-5.01	Cereal Grains and Pasta	6
-44.8	-4.44	Cereal Grains and Pasta	6
-44.9	-3.73	Cereal Grains and Pasta	6
24.3	-1.2	Cereal Grains and Pasta	6
-43.1	1.04	Cereal Grains and Pasta	6
25.9	-1.88	Cereal Grains and Pasta	6
-45.3	-4.56	Cereal Grains and Pasta	6
23.7	-0.97	Cereal Grains and Pasta	6
-45.2	-5.24	Cereal Grains and Pasta	6
23.3	-0.764	Cereal Grains and Pasta	6
-43.0	-2.02	Cereal Grains and Pasta	6
-44.4	-3.89	Cereal Grains and Pasta	6
-42.5	3.21	Cereal Grains and Pasta	6
25.4	-5.37	Cereal Grains and Pasta	6
22.9	-5.0	Cereal Grains and Pasta	6
-44.8	-4.4	Cereal Grains and Pasta	6
27.2	-18.9	Cereal Grains and Pasta	6
24.3	-1.2	Cereal Grains and Pasta	6
-31.6	14.4	Cereal Grains and Pasta	6
-31.3	18.1	Cereal Grains and Pasta	6
-32.1	13.8	Cereal Grains and Pasta	6
-44.3	-4.94	Cereal Grains and Pasta	6
-31.9	13.7	Cereal Grains and Pasta	6
-44.4	-3.96	Cereal Grains and Pasta	6
-31.9	13.7	Cereal Grains and Pasta	6
-31.5	13.5	Cereal Grains and Pasta	6
-44.2	-3.65	Cereal Grains and Pasta	6
-31.5	13.5	Cereal Grains and Pasta	6
-31.4	13.6	Cereal Grains and Pasta	6
-44.2	-3.31	Cereal Grains and Pasta	6
-31.3	13.6	Cereal Grains and Pasta	6
-44.2	-2.98	Cereal Grains and Pasta	6
-46.1	22.4	Cereal Grains and Pasta	6
-45.9	22.0	Cereal Grains and Pasta	6
-45.5	24.1	Cereal Grains and Pasta	6
-45.4	-5.54	Cereal Grains and Pasta	6
-14.6	15.5	Fast Foods	8
-16.4	13.8	Fast Foods	8
-13.8	11.8	Fast Foods	8
-32.1	5.44	Fast Foods	8
-0.836	36.4	Fast Foods	8
-31.6	6.2	Fast Foods	8
-41.1	31.2	Fast Foods	8
-40.8	18.9	Fast Foods	8
-15.4	21.8	Fast Foods	8
-14.9	14.6	Fast Foods	8
-14.7	14.4	Fast Foods	8
-1.07	36.8	Fast Foods	8
2.0	40.5	Fast Foods	8
-19.6	12.7	Fast Foods	8
-18.4	18.8	Fast Foods	8
-17.1	16.6	Fast Foods	8
-17.3	15.4	Fast Foods	8
-12.0	2.97	Fast Foods	8
-30.8	11.8	Fast Foods	8
-17.1	-13.7	Fast Foods	8
-45.0	0.531	Fast Foods	8
4.98	20.2	Fast Foods	8
-34.4	11.1	Fast Foods	8
-48.1	1.61	Fast Foods	8
2.9	20.0	Fast Foods	8
3.42	20.4	Fast Foods	8
5.48	19.6	Fast Foods	8
-20.1	-26.5	Fast Foods	8
-21.0	-27.1	Fast Foods	8
32.4	-2.9	Fast Foods	8
-32.7	-23.2	Fast Foods	8
-24.1	35.4	Fast Foods	8
-8.62	-30.6	Fast Foods	8
-14.0	-20.0	Fast Foods	8
40.7	37.3	Fast Foods	8
33.6	32.2	Fast Foods	8
39.8	4.48	Fast Foods	8
27.9	38.8	Fast Foods	8
39.9	4.62	Fast Foods	8
37.6	-10.1	Fast Foods	8
-18.4	-32.2	Fast Foods	8
-21.1	-26.8	Fast Foods	8
13.1	-10.8	Fast Foods	8
-15.4	9.59	Fast Foods	8
-14.2	2.4	Fast Foods	8
-13.0	8.73	Fast Foods	8
-11.9	6.98	Fast Foods	8
-11.9	5.64	Fast Foods	8
-15.2	2.34	Fast Foods	8
-14.4	2.44	Fast Foods	8
-11.9	5.12	Fast Foods	8
-43.1	-12.8	Fast Foods	8
-15.0	2.14	Fast Foods	8
-13.2	6.6	Fast Foods	8
-14.5	2.21	Fast Foods	8
-13.0	6.6	Fast Foods	8
-3.11	20.0	Fast Foods	8
