x	y
-53.7	31.5
-54.7	30.7
-52.4	32.9
-55	30.9
-54.9	31.3
-54.2	32.9
33	-18.9
35.5	-5.52
14.2	-24.4
-52.2	29.9
-47.1	35.1
-47.2	35.1
-43.9	37.5
-43.4	37
-44.3	37.5
-42.4	38.2
-42.4	38.2
-42.5	36.2
-42.5	36.2
28.3	-36.9
36.6	-4.02
-24.4	42.6
-1.19	25.8
-27.2	49.6
-25.9	45.1
-25.1	46.6
35.1	-21.5
3.56	22.3
2.1	-23
13.9	-34.1
26.7	-7.15
14.6	-34
28.2	-3.88
14	-35.2
27.4	-5.22
2.18	-23.6
27.4	-4.26
28.8	-3.31
67.8	0.709
14.7	2.35
36.1	-8.59
27.8	-3.94
27.7	-2.64
27.1	-6.66
-5.65	-26.5
1.76	-22.7
28.4	-2.39
28.3	-3.7
28	-5.03
26.5	-7.67
3.21	-23.3
-3.99	25.2
-9.64	-25.2
3.43	-23.7
-6.72	14.4
14.3	-34.1
-14.9	-14
-10.1	17.3
-5.68	13.8
-28.5	-44.5
-11.7	-62
11.2	-4.22
-28.5	-44.5
14.8	2.63
-5.68	13.8
7.56	-0.582
26.7	-8.95
22.9	-7.21
4.91	-24.7
-13.5	-12.7
-7.36	13.5
3.8	-23.8
-12.3	-15.1
1.09	-21.6
-4.49	-23.1
26.5	-9.5
29.7	-11.3
27.9	-10.6
34.3	-48.5
29.4	-10.2
21.1	-2.39
28.7	-10.6
-8.11	-70.1
20.9	-35.2
4.83	-21.6
34.4	-48
-7.08	14
19.9	-35.3
-1.55	-51.9
14.3	19.3
27.3	-4.01
-6.72	9.91
36.6	9.28
-11.1	24.3
29	-4.16
20.5	-35.2
19.5	-35.1
-41.5	23.8
33.2	-7.86
-5.57	8.74
-14.2	-12.9
3.74	-23.7
11.1	-2.12
-6.59	8.46
-6.86	9.13
16.3	4.08
-15.7	-26.5
-23.7	-30.7
18.8	-48.4
-5.91	-45.4
-73.3	1.32
-71	1.74
-1.8	-33.8
-11.2	-30.7
20	-48.6
4.6	-37.9
-9.3	-30.8
-19.3	-34.8
19.3	-48.7
-3.7	-45.3
-2.08	-34
-11.1	-41.5
19.5	-48.8
-0.662	-47
-16.3	-26.1
-23.1	-30.3
18.9	-48.3
-5.18	-44.8
-22.6	-22.7
-26.9	-28.5
-25.1	-28.3
18.2	-48.1
-9.29	-49.1
-5.34	-45.1
-29.5	-19.8
-29.6	-23.3
-28.9	-22.6
6.8	-40.8
-14.5	-42.8
-11.5	-39.9
-15.4	-26.6
-29.3	-25
-22	-34
-20.9	-32.2
18	-47.6
-22.8	-34.4
-8.58	-48.5
-5.44	-44.7
-14.8	-26.8
-30.2	-25.7
-22.3	-33.6
-21.2	-31.8
19	-48.3
-24.5	-37.8
-7.79	-49.2
-4.02	-45
-14.6	-27
-29.3	-24.9
-22	-34.1
-21.3	-31.8
14.1	-44.4
-23	-34.1
-8.65	-48.4
-5.8	-44.5
18.8	-48.3
-11	-42.7
-3.99	-53.8
-15.9	-25.1
-26.8	-33.3
20.1	-46
-8.9	-59.9
-72.6	1.34
-70.8	2.12
3.69	-32.5
-12.1	-26.9
23.2	-43.8
-1.68	-34.8
-1.16	-35.9
-15.8	-40.7
20.3	-45.9
-0.249	-54.1
-20.8	-22.3
-27.3	-30.8
16.7	-43.8
-8.95	-59.6
-9.74	-27.6
-17.3	-37.2
13.5	-40.9
-2.18	-41.3
-14.8	-23.9
-30.5	-24.5
14.3	-40.5
-25.8	-34.6
15.4	-46.4
-17.1	-51.4
24.1	-54.1
-9.8	-60.7
-72.7	0.939
-72.3	1.82
24.2	-55.7
-9.51	-61
-18.7	-51.5
-9.42	-64.5
5.65	-57.5
24.5	-55.5
-9.35	-61.2
-18.7	-52.1
-3.45	-66.8
6.37	-58.2
1.65	-51.6
-24.3	-36.6
-9.22	-45.9
19.3	-63.7
-17.5	-51.6
0.466	-51.7
12.6	-41.3
-18.3	-39.6
-12.4	-39.8
22.2	-48.6
-9.38	-46.8
1.64	-49.7
20.6	-50.9
-17.7	-52
-0.322	-51
24	-53.7
-10.7	-61.3
0.651	-51.6
20.6	-51
-18	-52.6
-0.306	-51.4
24.4	-54.2
-10.6	-62.4
0.757	-52.2
13.8	-46.6
-17.7	-51.8
-0.44	-50.8
24.1	-53.1
-10.7	-61.1
0.633	-51.4
15	-46.3
-20	-45.8
-6.83	-48
24.3	-55.1
-9.67	-61.5
2.23	-55
24.3	-54.2
-7.96	-58.8
-1.19	-40.7
1.39	-51.1
22.7	-46.1
10.4	-51.3
13.1	-35
-13.2	-27.7
0.0227	-48.1
14.7	-47.5
8.18	-59.8
-7.38	-67.3
12.9	-53.2
-6.02	-61.3
-69.6	-5.79
10.7	-1.22
25.1	-48.1
14.5	-55
15.7	-32.6
11.2	-33.6
25.3	-51.6
20.9	-53.7
21.1	-51.6
1.86	-55.5
21.8	-48.2
5.92	-56.3
24.1	-43.3
15.3	-42.5
23.2	-45.2
12.3	-51.5
21.4	-53.7
-1.32	-62.7
24.4	-42.7
19.3	-43
6.35	-51.6
-18.1	-53.1
-9.81	-64.6
15.4	-52.9
-7.28	-63.6
-9.02	-52.3
24.3	-57.6
1.4	-55.9
-24.4	-47.7
23.3	-44.1
2.15	-50
16.8	-69.7
-1	-73.1
-30.8	1.07
16.8	-69.8
-1.33	-74.7
-3.12	-75.1
25.9	-45.8
-5.34	-60.3
22.3	-56.3
-5.55	-60
7.96	-73.9
7.73	-75.1
8.03	-73.4
5.11	-74.7
5.24	66.4
5.27	66.5
5.2	66.7
6.1	67.2
7.38	67.6
7.31	67.6
24.4	-62.3
26.4	-46.8
18.2	-70.8
24.3	-62.3
-11.5	24.4
-1.63	-74.8
-3.61	-75.1
-2.68	-72
-30.7	1.12
18.3	-70
-1.46	-72.1
13	-74.6
12.1	-75.2
-1.81	-76.9
-1.88	-77.1
-7.73	-33.8
-16.4	-22.6
22.9	-42.5
-0.701	-34
-17.6	-24.9
-22.7	-34
-11	-29.3
-21	-33.7
-1.8	-33.8
-11.2	-30.7
-2.48	-33.8
-15.2	-39.8
3.74	-39.6
-10.4	-42
-15	-26.9
-22	-31.3
-17.2	-25.3
-24.5	-31.9
-23	-30.9
-26.3	-20.8
-28.7	-24.9
-28.1	-23.8
-11.2	-29.1
-29.4	-25.6
-21.4	-35.1
-20.5	-32.9
-11.2	-29
-30.2	-26.1
-21.3	-34.8
-20.3	-33
-11.2	-29.1
-29.1	-25.3
-21.3	-35.3
-20.6	-32.8
-7.8	-31
-22.6	-36.7
-6.72	-30.6
-13	-27.7
-1.56	-38.5
-14.4	-44.2
-15.6	-25.3
-26.4	-33.7
-22.9	-21.7
-25.6	-24.9
-12.1	-27.3
-29.1	-26.4
23.8	-50.5
23.8	-49.7
25	-48.3
-68.1	2.26
-1.23	-35.3
-19.5	-34.3
-20.8	-31
-17	-38.3
-9.36	-45
22.7	-48.6
-1.05	-51.6
22.9	-48.7
-0.391	-51.9
-8.07	-29.8
-17.6	-37.3
17	-44
-2.44	-41.4
-73	1.04
-72.3	1.81
2.14	-32.5
-9.41	-28.7
23.1	-43.8
12.7	-40.3
-6.63	-30.6
-16.4	-38.6
18.7	-44.8
-0.885	-49.4
-0.934	-35.8
-13.3	-40.3
19	-44.9
0.875	-49.5
-12.5	-27.2
-23.8	-33.6
17.9	-45
-8.98	-45.9
-2.1	-38.8
-14.7	-44.4
21.3	-53
-0.894	-54
-1.46	-40.3
-12	-50.6
16.6	-46.6
-0.783	-54.2
-1.57	-37.7
-9.03	-46
15.8	-45.6
-1.24	-50.3
-18.7	-23.4
-19.7	-30
13.1	-41.2
-2.59	-39.1
-12.7	-25.8
-24.4	-27.6
14	-40.9
-10.2	-36.5
-10.4	-28.1
-26.9	-30.2
17.9	-44.7
-15.2	-44.1
-13.5	-25
-24.1	-27.5
12.9	-39.8
-9.82	-36.1
-7.49	-33.6
-14.9	-41.7
-0.722	-60.8
-5.88	-57.3
21	-55.7
-1.99	-58.3
-0.946	-61.1
17.8	-62.7
5.78	-43.3
-1.67	-49.8
-0.268	-63.7
1.83	-66.6
1.18	-67.8
12.6	-46.2
-0.796	-53
1.74	-67.4
-7.7	-62.1
1.38	-68.8
1.86	-67.1
16.5	4.84
15.9	3.19
16.4	4.91
15.9	3.3
7.9	-1.95
-71.4	1.72
-73.2	0.648
-74.5	0.961
-1.59	-74.5
14.2	-73.8
-14.3	-24.6
14.9	-41
17	-45.6
-73.7	1.57
21	-46.3
6.82	-74.2
-8.41	-25
3.98	-33.1
8.16	-73.6
7.3	67.5
6.77	67.4
3.14	-28.5
2.79	-31.8
4.05	-57.4
24.5	-51.6
-1.91	-76.9
16.5	-73.4
12.7	-72.1
27.2	-50.1
-15.3	-23.4
-7.45	-25
6.98	-55.1
21.1	-46
-13.9	-29.8
12.1	-41.7
2.13	-66.8
25	-57.2
8.48	-45.8
19.6	-45.1
6.12	-56.9
24.5	-56.6
-0.768	-36.8
22.4	-45.4
14.5	-40.8
-19.9	-37.1
-1.85	-39.9
15.8	-41
5.83	-43.9
16.6	-43.7
-13.3	-54.4
-1.47	-40.3
6.35	-55.7
-29.5	-18.7
-24.3	-19.3
-11.3	-27.4
3.41	-33.2
-8.08	-45.7
-28.9	-27.1
-18.9	-29.1
-15.1	-24.3
6.09	-56.9
24.5	-56.6
-25.1	-26.8
-8.34	-27.4
-20	-29
-11.4	-25.3
-24.9	-24
-15.5	-24.5
-20.7	-28.7
2.07	-66.7
-1.59	-39.9
12.8	-40.7
-2.52	-39.8
21.1	-46
24.5	-56.9
-12.1	-51
1.56	-67.4
24.7	-53.3
6.17	-52.5
25.4	-53
6.28	-52.5
1.58	-63.5
-67.5	3.02
-67.8	4.23
-55.3	-4.9
-67.4	3.56
24.5	-52.7
-0.0497	-50.1
-3.82	-46.3
-9.57	-59.1
-20.1	11.2
-23	9.49
-24.1	6.96
-24	7.76
-24.3	7.56
-23.2	6.69
-41.2	29.7
-41.4	35.4
-40.2	31.1
-40.4	29.2
-41	29.6
-41.1	29.9
-41.2	29.7
-19.3	19.2
-24.6	10.2
-37.5	-5.94
17.6	-11.9
-42.1	30.2
-39.6	30.1
-19.9	17.1
-20.7	3.89
-20.4	8.87
-20.2	9.1
-23.1	8.08
-30.4	12.1
-18	5.13
-29.6	14.1
-23.6	14.5
-23.7	14.6
-20.6	6.4
-19.7	5.92
-19.2	5.1
-19.2	4.61
-22.5	8.74
-22.1	1.81
-21.6	12.2
-21.6	6
-22	5.57
-22.6	8.07
-22.8	8.3
-20.2	6.36
-20.8	6.08
-13.8	7.21
-14.4	3.57
-18.9	10.9
-20.2	7.41
-21.6	5.6
-21.8	7.72
-22.1	7.99
-18.7	11.6
-19.5	13.8
-21.9	6.05
-21.9	8.39
-21.1	10.2
-21.6	9.84
-23.4	7
-22.7	7.23
-13.5	17.6
-40.6	21.2
-22.3	2.76
-22.9	2.93
-37.7	12.8
-32.8	13.3
-33.6	12.8
7.68	35.4
-32.9	13.8
26.5	-19.7
-11.2	24.9
-44	15.9
-9.49	14.7
6.02	-5.77
-44.7	13.9
-10.5	1.72
-44.8	0.524
-44.3	15.1
-42.8	-3.2
-40.8	-5.03
-38.2	-4.88
-47.2	1.45
-40	-4.75
-19.2	3.42
-45.9	14
-18.1	14
-43.8	-12
-43.7	15.6
-48.7	12.2
-41.5	-4.66
-50.5	16.5
-37.4	-0.812
-38.5	-4.21
-44.1	-0.505
-19	19
-39.7	-0.0204
-42.8	-0.317
-47.1	15.9
-18.3	4.58
-18.6	-0.256
-46.8	14.7
-38.9	-0.384
-44.6	0.21
-44.1	-0.0674
-46.3	14.1
-44	15.6
-38.5	-0.198
-2.01	37.4
-14.7	19.3
-35.2	10.7
-47.5	0.24
-48.8	1.2
-52.4	-0.913
-51.7	-1.23
-42.7	-4.09
-48.3	3.64
-50.8	2.9
-51.3	4.63
-57.4	-2.2
-52.2	4.09
-50.8	3.02
-52.4	3.46
-52.6	-1.22
-50.6	4.09
-58.5	2.63
-52.7	3.55
-41.1	-5.06
-49.9	0.877
-36.1	10.2
-38.4	10.2
-52.3	3.93
-42.6	-0.53
-48.1	-0.154
-36.2	10.3
-49	4.33
-43.9	12.1
-50.6	8.21
-47.9	0.967
-59.3	4.27
-52.1	-0.238
-50.8	8.26
-50.8	3.65
-48.7	13.2
-49.3	13.8
-52.3	-1.1
-50.2	10.6
-47.8	-0.504
-52.5	4.76
-53	5.13
-50.2	1.92
-49.5	3.72
-48.5	12
-49.1	3.61
-57.3	9.12
-53.3	3.29
-50.4	3.93
-58.7	1.22
-48.4	11.7
-7.51	41.7
-51.8	4.67
-52	3.62
-53.7	4.85
-49.4	3.46
-52.1	3.03
-46.2	12.1
-48.2	14.2
-44.3	20.6
-45.4	-4.3
-44	0.571
-44.8	23.6
-36.2	12.7
-38.7	9.27
-32.3	11.7
-45.8	14.5
-39.6	8
-53.3	24.1
-45.2	24.6
-46	23.3
-33.1	12.2
-47.5	13.2
-36.6	31.8
-48.3	13.9
-53.3	18
-53.2	24.4
-53.2	24.2
-48.1	24.2
-32.3	12.3
-4.71	40.9
-6.23	40.2
-12.4	2.51
-6.13	40.2
-33.5	12.1
-37.4	10.8
-46.7	1.49
-40.8	-3.01
-41.2	-3.58
-37	10.4
-47.5	14.7
-50	10.9
-47.3	1.53
-39.9	12
-47.2	0.594
-40.3	-3.31
-36.6	10.8
-40.1	-3.49
-19	10.3
-20.4	11.1
-18.4	10.5
-19.7	16.4
-19.6	8.33
-21.5	9.94
-17.7	10.6
-17.9	11.1
-13.8	25.1
-14.1	25.1
-13.1	7.9
1.28	33.7
-19.8	19
-32.7	14.3
-32.9	12.8
-17.9	16.8
-43	-0.711
-28.2	-36.1
-37.3	-5.77
-17.7	16.4
-31.9	5.51
-40.1	29.5
-42.1	-1.39
-19.7	18.8
-43	26.5
-42.7	29.7
-2.91	48
-29.8	35.4
-11.1	25.6
-40.9	37.4
-13.8	25.9
-8.93	20
-8.81	20
-36.1	43
-41.7	34.6
-36.4	42.3
-14	26.5
7.49	-5.91
6.67	-5.78
-13.9	13.2
-11.2	2.7
7.59	-6.06
7.32	-5.38
6.94	-6.42
6.6	-6.27
-41.1	-6.31
-14.6	15.1
-18.8	-12.8
-14	13.4
-14.6	5.69
-8.58	7.21
-43.9	-12.7
-11.1	2.13
6.41	-6.79
5.33	-6.76
7.89	-5.71
-48.5	-1.25
-49.1	-1.66
-1.01	44.9
-0.806	45
-11.2	2.97
-51.7	5.92
-52	5.07
-51.1	3.37
-52.3	4.61
-53.1	4.83
-53.4	5.05
-24.3	7.08
-31.9	12.6
-20.5	11.5
-30.3	13.8
-21	7.6
-22.5	6.34
-18.4	11
-23.6	14.6
-22.6	9.01
-20.7	10.9
-21.9	8.62
-20.5	7.52
-22.3	8.98
5.87	-6.36
-39	-0.425
-39.6	-2.94
-40.7	18.8
-40.8	19
-49.4	13.3
-21.9	27.6
-6.38	40.1
-7.89	-72
-21.7	13
-6.93	50.6
-17.7	19.5
-23.6	7.49
-28.1	50.7
-29.8	51.6
-29.8	51.6
71.9	24.1
5.1	-4.1
-29.7	21.9
-11.5	68.7
-37.6	13
-52.1	-0.245
-52.6	-1.22
-20.9	13
-21.7	5.5
-22.5	10.7
-34.1	-2.24
-32	5.21
-14.6	10.6
-24.3	5.3
-52.5	-1.77
-32.5	13.5
-7.53	41.7
-51.3	3.57
-6.41	50.6
-23.7	6.9
-15.6	-5.55
-17.4	-12.9
-43.4	30.8
-15.6	-5.65
-15.6	-5.49
-22	9.2
-46.2	-0.408
-44.1	-0.272
-51.4	17
-51.4	19.2
-52.9	-1.65
-60.7	2.86
-34.2	-2.08
-36.3	12.7
-35	12.2
-35.8	11.5
-47.6	13
-50.7	12
-49.5	21.7
-45.5	-0.544
-42.5	-6.32
-21.6	9.74
-41.7	-6.57
-47.4	12.8
-41.6	-6.6
-46	-1.02
-19.7	5.67
-8.13	18.2
-17.1	1.47
7.95	-4.63
-43.8	-12.8
-43.8	-12.8
-59.5	-6.42
-44.2	-4.44
-46.7	13
-22	16.6
-30.6	11.6
-18.4	4.22
-45	15.1
-32.7	12
-5.7	40.9
-4.85	42.1
-47.7	-6.99
-59.1	-4.3
-4.23	43.1
-4.68	42
-39	1.04
-4.68	41.9
-48.2	-7.49
-48.8	-8.48
-3.99	42.9
-4.18	42
-61.1	-15.6
-6.28	44.3
-7.52	13.7
-46.9	-5.96
-7.61	49.4
-11.5	25.5
13.1	-10.8
-58.3	-11.4
-63.8	-8.81
-61	-9.77
-55.5	-13.7
-56.8	-12.9
-57.6	-13.3
-56.5	-13.5
-57.5	-13.1
-55.7	-13.7
-56.8	-13.4
-56.2	-13.8
-55.9	-13.7
-61.6	-10.5
-62.3	-10.2
-55.3	-13.6
-55.3	-13.6
-58.6	-13.7
-54.2	-12.7
-43.3	0.226
-53.6	-12.8
-61.6	-9.17
-61.5	-6.37
-59.3	-14.2
-66.2	-7.54
-55.5	-14.8
-61	-15.5
3.45	2.23
-55.3	15.6
-59.8	1.97
-47.4	13.6
6.3	-3.82
-60.2	-10.6
6.16	-3.85
-57.3	-12.6
5.02	-2.83
-47.7	-15.8
-49.5	-14.9
-53	-13.1
3.7	2.28
6.12	-3.38
4.22	0.232
-61.1	-15.1
-16.7	-8.91
-47.9	14
-41.4	36.4
-41.5	36.4
-6.14	50.2
-6.36	50.6
-4.71	50
-38.6	30.3
-1.64	47.4
-6.17	40.2
-3.58	43.9
-17.8	3.64
-51.5	4.87
-50.8	4.91
5.66	-6.52
-51.3	3.68
-63.8	0.028
-52.3	5.4
-59.3	-6.49
-47.6	26
-46.7	14
-7.02	50.7
-56.9	15.4
-34.3	-2.09
-50.9	17.7
-33.1	10.1
-53	15.4
-45.7	0.00464
-52	16.5
-46.8	-9.19
-58.6	0.233
-34.2	12.8
-23.6	44.1
-31.2	12.4
-39.1	11.6
-32.2	16.3
-39.3	8.12
-23.9	42.6
-20.9	4.83
-40	-3.6
-20.8	14.2
-37.9	29.8
-36.2	10.9
-22.5	7.43
-51	19.6
-43.7	31.8
-59.1	-12
-42	31.7
-3.73	-73.5
4.04	53.4
-3.64	-73.7
-44	30.4
4	53.4
-62.2	12.5
-62.4	12.3
-61.5	0.786
-62.3	11.2
-62.5	12.5
-53.4	11.5
-61	0.495
-61.7	0.918
-65.7	-4.52
-60	15.4
-58.9	-1.89
-59.7	-1.93
-10.5	16.6
-10.6	17
-4.24	48.4
-4.25	48.5
-5.62	49.1
-42.1	29.3
-60	13.4
-59.3	13.9
-65.6	-5.8
-51.2	5.84
-54.2	6.76
-48.7	21.7
-35.5	9.4
-53.5	-18.5
-53.7	-20.2
-54	17.1
-55	13.3
-55.7	15.6
-55.8	16.2
-54.8	16.7
-56	15.9
-56.9	15.3
-58.4	14.2
-54.4	16.9
-55.6	14.1
-47.6	3.94
-46.6	25.8
-56.6	11.1
-46.6	22.4
-45.1	2.78
-57	-0.169
-53.1	26.8
-69	1.58
-56.4	8.46
-57.6	10.2
-60	4.63
-6.35	42.4
-33.2	10.9
-59.8	7.03
-63.3	12.7
-43.5	-2.59
-46.7	25.6
-46.3	26.6
-46.9	26.4
-56.9	15.4
-58.7	14.9
-58.5	15.2
-51.9	28.1
-55.6	15
-52.1	28.5
-59	15.4
-49.4	-8.32
-61.2	5.12
-50	-12.6
-53.2	-14.9
-58.3	2.65
-55.1	-16.2
-63.1	14.6
-39.5	0.598
-63.2	12.8
-49.4	-8.32
-51.1	28.5
-54.1	33.9
-62.3	13.3
-58.2	6.94
-58.2	7.19
-48.5	-6.19
-64.1	-13.4
-66.8	-6.4
-53.9	27.6
-62	13.4
3.94	32.3
1.71	35
2.37	34.3
-54.3	-15.6
-52	-15.9
-62.5	13.9
9.27	20.2
2.78	32.7
7.25	23.3
20.8	-2.09
-59.7	8.41
-54.2	-16.7
-56.4	0.246
-57.7	3.42
-49.5	-7.93
-56.2	-16.4
-56.6	0.485
-62.8	-12.5
-54.8	-15.5
-54.7	-15.7
-54	-16.1
-61.2	11
-62.2	11.2
-58.4	2.54
-52	-15.3
3.73	-4.14
4.16	29.8
-59.4	15.3
-51.2	-16.6
-48.9	34.7
-59.7	8.39
-62	-13.1
-60.9	14.2
35	-50.9
11.2	22.7
34.7	-50.6
-45.9	3.67
-60.1	11.4
-58.6	13.3
-43.9	1.98
17	-3.64
5.46	-4.62
-64.1	-13.4
-60.6	15.1
-60.9	14.3
-62.4	7.87
-67.2	-3.94
4.64	-4.93
-61.6	14.5
-65.1	-8.87
-58.9	12.4
-60.9	10.3
-59.6	2.21
-60	11.7
-57	1.75
-62.5	-12.9
-62.6	-13.2
-53.9	27.6
-57.3	3.1
-59.7	-14.2
-59	10.7
-57.9	12.6
-62.6	8.37
-56.7	-14.6
-26.6	42
-58.8	12.5
-55.1	-18.7
-62.6	-13.2
-56.8	0.302
-61.4	9.54
-59.1	11.2
-61.3	10.5
-53.2	-16.2
-68	-3.22
-46.5	38.1
-46.5	38
10.4	23.1
-29.1	31.6
6.92	22.5
-54.2	-11.9
-48.6	-3.5
57.2	7.5
-43.8	42
47.8	14.3
-25.4	-13.8
-55	-15.8
2.08	34
21.1	-2.48
-49.1	-7.43
34.8	-50.6
18.3	-2.61
-51.2	-13.6
-47.8	-5.81
10.4	21.5
10.4	22.3
35.3	-51
12	21
-51.5	-12
10.9	21.1
-53.6	-16
11.4	21.2
21.3	-1.64
-43.6	33.8
35.5	-50.8
35.2	-50.9
6.87	22.9
-54.3	-16.3
11	21.2
10.9	22.1
11.2	22.3
11.3	22.6
11.7	24.6
12.4	24.9
-59.1	2.93
67.3	18.6
30	9.53
11	22.8
-38.7	1.8
11.5	23.4
-40.4	-0.0163
12.2	23.3
-27.6	50.4
-48.8	-7.38
-59.2	-4.29
-56.1	-14.8
-56.3	-14.8
11	22.9
11.2	21.7
35.5	8.89
34.8	9.23
35.5	8.72
-56.2	11.6
-59.7	12.6
-58.8	11
-46.2	-6.59
-52.4	-7.93
-63	6.43
-54	-12.6
-52.4	-13
5.43	-4.2
-60.7	11.2
-59.1	10
-62.2	10.6
-59.8	6.22
-63.8	-13.3
-65.1	-9.01
-62.1	-13.9
-61.3	-13.3
4.95	31.1
57.3	1.09
4.46	30.5
-59.7	11.1
-53.6	-20
1.87	32.9
3.97	31.6
-52.8	-19.9
-52.7	-19.9
-53.2	-20.1
-60.9	13.7
19.2	1.37
65.3	9.25
59.3	0.908
-61.9	-13.1
5.5	21.7
15.5	-3.44
-65.3	-9.57
1.95	-6.59
3.37	-5.54
3.58	-5.6
-56.1	1.57
-62.2	-13.6
3.93	-5.93
-5.21	4.32
-62.1	-13
-61.5	-13.3
-59.9	-13.6
-55.1	-18.7
-50.5	-14.2
56.2	-0.708
-55.1	-18.7
23.1	1.81
-54.9	-18.6
-43.5	34.1
35.4	-50.8
-53.6	-16.2
11.1	21.4
-43.7	33.8
35.4	-50.8
-57	-15.2
11.2	21.6
-24	46
-23.7	45.4
-23.9	45.7
-43.6	34
35.4	-50.8
-52.2	-13.5
53.8	-1.6
-58.3	-16.1
-54.7	-16.9
-54.7	-16.8
-53.7	-16.6
-58.4	-16.2
20.2	-4.33
-46.9	-5.73
2.42	-6.06
2.58	-6.19
2.7	-6.34
-46.1	18.1
3.41	0.357
-5.14	4.5
-62.3	-12.8
3.93	-5.3
2.92	-5.95
-50.2	-14
-54.9	-18.8
2.76	-2.83
-51	-16.2
4.81	-4.69
-58.4	3.31
-55	-18.8
-54.9	-18.6
-55	-18.8
-52.8	-8.49
-52.4	-7.94
-52.5	-16.7
-56.5	0.834
-55.3	-15.9
-5.55	42.9
-53.6	-16.5
19.8	4.35
5.12	21.5
-67.6	-1.26
-48.5	21.8
-56.5	14.5
-45.1	4.58
-55.7	15.8
-55.2	16.3
-67.8	4.63
-67.5	5.34
-49.1	-10.3
-66.3	0.51
-57.1	9.21
-60.2	12.1
-46.8	24.1
-46.6	26.3
-56.7	9.43
-46.8	26.7
-61.4	12.3
-42.2	4.2
-59.4	5.29
-54.4	17.9
-55	12.3
-21.7	3.32
-51.6	23.6
-51.1	23.7
-27.1	34.4
-30.6	18.5
-49.5	-8.52
-43.1	4.57
-5.27	58
4.62	53.7
-25	45.8
-8.87	50.9
-41.6	14.9
-16.1	-1.44
-58.9	6.53
-58.4	6.47
-46	-2.53
-53.3	-21.8
-44	41.8
-43.6	34.1
-52.9	-12.6
-52.4	-13.4
-52.4	-13.2
-52.2	-13.2
4.54	-5.36
4.7	-4.16
-42.2	4.57
-51.7	6.26
-46.9	12.3
-46.5	23
-55.2	13.6
-56.9	9.46
-56.9	9.46
-56.9	9.45
-42.8	-2.1
-42.8	-2.1
-32.3	12.7
-46.7	25.6
-46.3	26.6
-46.4	26.2
-46.9	26.4
-61.4	12.3
-51.9	28.1
-52.1	28.5
-55.1	12.3
-51.2	23.7
58.8	0.943
-47.5	13
-58.1	11.9
-48.3	39
-47.9	38.4
-49	-8.3
4.2	35
-52.6	-16.9
12.7	20.7
24.4	17.3
68.4	19.1
24.6	16.9
23.4	16.8
23.2	16.3
24.4	16.2
23.5	16.6
22.7	16.1
23.3	15.8
23.8	16.6
24.2	16.3
24	15.9
24.2	16.3
4.16	1.3
3.96	1.46
-3.13	18.8
26.9	19.1
69.2	6.32
22.7	16
24.4	16.3
24.1	15.9
-58.6	8.08
-23.4	45
2.98	32.8
1.83	32.9
-57.1	12.5
-56.4	29
-55.8	32.3
-57	12.6
-58.9	-15.2
-54.7	-15
-55.3	-16.8
-23.9	44.8
-58.8	10.1
3.4	0.398
-50.9	-17.5
-58.3	7.24
-60.9	12.8
41.2	-5.16
-57.7	3.89
71	14.8
-53.8	-20.3
-45.7	35.2
27.1	-36.2
-51.3	-13.3
-45.1	21.9
-44.8	19
26.1	-1.24
-43.3	25
-43.4	24.6
34.3	-2.68
-42.9	24.9
-44.6	23.5
44.9	2.36
-45.3	20.1
14.3	-10.8
-46	21.4
-33.2	18.5
-44.3	-5.77
-42	14.4
-45.4	20.9
-31.5	15.3
-42	38.1
-41.6	37.4
-41.3	37.4
-52.7	-12.7
-43.5	3.56
25	1.57
46.8	6.18
-45.2	22.2
32.6	-4.85
-46	36.7
41.7	-5.44
-44.2	28.8
-46.2	24.7
31.9	-4.4
-45.7	30.1
-45.6	21.8
31.9	-4.22
-31.2	16.5
27.1	-17.4
-31.3	17.4
27.9	-18.2
-30.7	17.5
27.5	-17.7
-31.1	16.4
27.1	-17.4
-31	16.3
27.2	-17.4
-45.3	-5.91
56	-1.95
22.3	-1.28
-46.3	42
-45.3	-4.88
-45.6	24.4
-45.3	29.5
-45	18.9
-44.6	-3.03
-31	13.3
-44.6	23
-51.6	-13.4
-44.9	26.1
-44.4	24.3
-44.7	24.6
-44.4	22.9
-45	29.4
-45.6	25.4
-44.9	27.3
-45.2	29.9
-46.7	39.6
-45.2	38.3
-44.8	25.5
-31.6	14.4
-41.1	37.3
-31.4	14.3
-31.9	14.3
-37.8	13.3
-3.99	-51.2
-45	28.3
35	-2.41
-46.7	24.2
-45.6	21.1
26.5	-5.44
-29.9	13.8
27.2	-17.7
-29.7	13.4
26.9	-17.5
26.5	-16.2
26.6	-16.2
-31.9	17.3
27.2	-18.5
-31.3	18.1
27	-18.8
-30.8	17.6
27.2	-17.8
-44.6	21.8
28	-6.19
-32.6	17.9
28	-18.8
-32.5	17.3
26.9	-17.7
-34.9	10.3
-44.5	20.7
54.5	-2.07
-44.7	-5.54
22.9	-0.314
-65.2	0.274
-31.9	17.3
27.2	-18.5
-31.3	18.1
27.2	-18.9
-44	22.2
28	-6.19
-44.2	25.1
32.2	-11.4
-44	-4.23
-45.6	22.8
-45.6	23.1
-46.1	28.6
-44.8	-2.12
54.7	-2.19
35.2	-15.5
-44.9	25.4
24.2	-37.4
-45.3	27.1
